5492.802716530593	127.53242988182897	127.06448049573203	128.07210359940575
5659.841911636733	127.5995075102741	127.12886559362134	128.14065925365887
5831.960861859095	127.66551003649928	127.192180098671	128.20815796760198
6009.314045384819	127.73044692534384	127.254433919077	128.27460877418142
6192.060638168899	127.79432623764522	127.31563581257382	128.34001956321504
6380.3646567959195	127.85715819815196	127.37579595016854	128.40439967034322
6574.395105686321	127.91895131949555	127.43492252090034	128.46775643547255
6774.32612877925	127.97971425628772	127.4930254449257	128.53009898481557
6980.337165828201	128.03945670939981	127.55011428618504	128.59143572248985
7192.613113449689	128.09818541622857	127.60619587419414	128.65177261924126
7411.344491069486	128.15590963967634	127.6612784435527	128.71111952591045
7636.727611915395	128.2126391383569	127.7153748248605	128.7695206826967
7868.964759210011	128.26837968930278	127.76848888187212	128.82690787721486
8108.264367721573	128.3231422990761	127.82063073720761	128.88332878856275
8354.841210835913	128.37693224390054	127.87180978354402	128.9387904000733
8608.916593317359	128.42976093961838	127.92203233150241	128.99329909480363
8870.718549931576	128.48163425144205	127.97130711435247	129.0468629178294
9140.482050108692	128.53255844011537	128.01964419337787	129.09949129509587
9418.449208830289	128.5825446355211	128.0670483186017	129.15118829020545
9704.86950392961	128.63159859580364	128.11353014811394	129.2019639067959
10000.	128.67972859004618	128.1590959969748	129.25182389110154
