# MS = 1000, TanBeta = 5, Xt = 2.44949
#             MS        MSSMtower        MSSMMuBMu           HSSUSY         Softsusy
  602.6986467658   1.14713798E+02   1.19039097E+02   1.14939992E+02   1.18927714e+02
  646.4125839746   1.15225358E+02   1.19602914E+02   1.15314662E+02   1.19331683e+02
  693.2971078714   1.15703312E+02   1.20128021E+02   1.15682330E+02   1.19814847e+02
  743.5821821838   1.16153837E+02   1.20607026E+02   1.16043165E+02   1.20274041e+02
  797.5144499863   1.16581503E+02   1.21067072E+02   1.16397329E+02   1.20712430e+02
  855.3584433740   1.16989655E+02   1.21509940E+02   1.16744982E+02   1.21132551e+02
  917.3978813010   1.17380968E+02   1.21936867E+02   1.17086277E+02   1.21536380e+02
  983.9370606967   1.17757516E+02   1.22349353E+02   1.17421363E+02   1.21925505e+02
 1055.3023493356   1.18120966E+02   1.22748682E+02   1.17750386E+02   1.22301231e+02
 1131.8437865576   1.18472667E+02   1.23135936E+02   1.18073487E+02   1.22664646e+02
 1213.9368001745   1.18813733E+02   1.23512031E+02   1.18390803E+02   1.23016666e+02
 1301.9840477743   1.19145089E+02   1.23877754E+02   1.18702467E+02   1.23358073e+02
 1396.4173922271   1.19467515E+02   1.24233784E+02   1.19008607E+02   1.23689553e+02
 1497.7000191730   1.19781672E+02   1.24580714E+02   1.19309351E+02   1.24011692e+02
 1606.3287093934   1.20088125E+02   1.24919062E+02   1.19604819E+02   1.24325011e+02
 1722.8362753486   1.20387364E+02   1.25249290E+02   1.19895131E+02   1.24629971e+02
 1847.7941745671   1.20679812E+02   1.25571807E+02   1.20180401E+02   1.24926982e+02
 1981.8153123877   1.20965843E+02   1.25886979E+02   1.20460744E+02   1.25216414e+02
 2125.5570489754   1.21245784E+02   1.26195138E+02   1.20736266E+02   1.25498600e+02
 2279.7244224569   1.21519925E+02   1.26496582E+02   1.21007075E+02   1.25773843e+02
 2445.0736078110   1.21788484E+02   1.26791584E+02   1.21273274E+02   1.26042418e+02
 2622.4156256443   1.22051774E+02   1.27080394E+02   1.21534963E+02   1.26304580e+02
 2812.6203201629   1.22309968E+02   1.27363240E+02   1.21792241E+02   1.26560562e+02
 3016.6206256683   1.22563257E+02   1.27640335E+02   1.22045202E+02   1.26810581e+02
 3235.4171421794   1.22811816E+02   1.27911874E+02   1.22293938E+02   1.27054836e+02
 3470.0830445447   1.23055804E+02   1.28178039E+02   1.22538541E+02   1.27293517e+02
 3721.7693443774   1.23295370E+02   1.28439003E+02   1.22779098E+02   1.27526797e+02
 3991.7105368771   1.23530650E+02   1.28694924E+02   1.23015694E+02   1.27754843e+02
 4281.2306555985   1.23761771E+02   1.28945952E+02   1.23248413E+02   1.27977809e+02
 4591.7497666994   1.23988854E+02   1.29192231E+02   1.23477335E+02   1.28195843e+02
 4924.7909337245   1.24212009E+02   1.29433894E+02   1.23702540E+02   1.28409085e+02
 5281.9876900118   1.24431341E+02   1.29671069E+02   1.23924105E+02   1.28617666e+02
 5665.0920481484   1.24646950E+02   1.29903879E+02   1.24142104E+02   1.28821714e+02
 6075.9830952811   1.24858930E+02   1.30132496E+02   1.24356611E+02   1.29021348e+02
 6516.6762093844   1.25067370E+02   1.30356922E+02   1.24567697E+02   1.29216686e+02
 6989.3329444808   1.25272356E+02   1.30577316E+02   1.24775431E+02   1.29407837e+02
 7496.2716320893   1.25473968E+02   1.30793780E+02   1.24979881E+02   1.29594907e+02
 8039.9787553490   1.25672284E+02   1.31006412E+02   1.25181113E+02   1.29777999e+02
 8623.1211406152   1.25867381E+02   1.31215308E+02   1.25379191E+02   1.29956776e+02
 9248.5590408126   1.26059328E+02   1.31420558E+02   1.25574178E+02   1.30132647e+02
 9919.3601639805   1.26248197E+02   1.31622251E+02   1.25766135E+02   1.30304392e+02
10638.8147200625   1.26434052E+02   1.31820220E+02   1.25955122E+02   1.30471772e+02
11410.4515579037   1.26616959E+02   1.32015589E+02   1.26141198E+02   1.30636246e+02
12238.0554783759   1.26796980E+02   1.32206537E+02   1.26324418E+02   1.30798384e+02
13125.6857918182   1.26974175E+02   1.32394811E+02   1.26504839E+02   1.30956241e+02
14077.6962328661   1.27148602E+02   1.32579929E+02   1.26682514E+02   1.31110827e+02
15098.7563140043   1.27320319E+02   1.32761926E+02   1.26857496E+02   1.31262182e+02
16193.8742290415   1.27489380E+02   1.32940943E+02   1.27029838E+02   1.31410446e+02
17368.4214177814   1.27655838E+02   1.33117033E+02   1.27199588E+02   1.31555575e+02
18628.1589105151   1.27819743E+02   1.33290245E+02   1.27366797E+02   1.31697821e+02
19979.2655926028   1.27981150E+02   1.33460654E+02   1.27531512E+02   1.31832943e+02
21428.3685004663   1.28140105E+02   1.33628319E+02   1.27693781E+02   1.31968565e+02
22982.5753335889   1.28296656E+02   1.33793301E+02   1.27853649E+02   1.32107368e+02
24649.5093153077   1.28450851E+02   1.33955660E+02   1.28011160E+02   1.32231001e+02
26437.3465839331   1.28602734E+02   1.34115465E+02   1.28166359E+02   1.32366783e+02
28354.8562930239   1.28752349E+02   1.34272762E+02   1.28319288E+02   1.32481812e+02
30411.4436343266   1.28899740E+02   1.34427608E+02   1.28469989E+02   1.32602779e+02
32617.1959528275   1.29044948E+02   1.34580077E+02   1.28618502E+02   1.32721042e+02
34982.9322349006   1.29188017E+02   1.34730192E+02   1.28764868E+02   1.32836254e+02
37520.2561716700   1.29328983E+02   1.34878028E+02   1.28909126E+02   1.32948538e+02
40241.6130739117   1.29467887E+02   1.35023649E+02   1.29051313E+02   1.33057113e+02
43160.3509106959   1.29604766E+02   1.35167061E+02   1.29191466E+02   1.33164090e+02
46290.7857967636   1.29739659E+02   1.35308292E+02   1.29329623E+02   1.33268229e+02
49648.2721865642   1.29872601E+02   1.35447546E+02   1.29465819E+02   1.33367736e+02
53249.2782026504   1.30003628E+02   1.35584774E+02   1.29600088E+02   1.33460823e+02
57111.4664060877   1.30132775E+02   1.35719709E+02   1.29732464E+02   1.33548947e+02
61253.7804294845   1.30260076E+02   1.35853118E+02   1.29862981E+02   1.33644672e+02
65696.5378869760   1.30385567E+02   1.35987246E+02   1.29991672E+02   1.33748818e+02
70461.5300558487   1.30509275E+02   1.36117962E+02   1.30118568E+02   1.33828375e+02
75572.1287224104   1.30631234E+02   1.36631869E+02   1.30243701E+02   1.34179073e+02
81053.4008431245   1.30751413E+02   0.00000000E+00   1.30367100E+02   1.34331618e+02
86932.2314893061   1.30869967E+02   0.00000000E+00   1.30488797E+02   1.34584693e+02
93237.4557156087   1.30986863E+02   1.37369789E+02   1.30608819E+02   1.34871997e+02
99999.9999929771   1.31102132E+02   0.00000000E+00   1.30727196E+02   1.34485821e+02
